275,161,40,59
275,156,40,59
275,152,40,59
275,148,40,59
275,144,40,59
275,140,40,59
275,136,40,59
272,133,40,59
269,131,40,59
266,128,40,59
263,126,40,59
260,124,40,59
257,121,40,59
254,119,40,59
252,117,40,59
253,116,40,59
254,115,40,59
255,114,40,59
256,114,40,59
259,118,40,59
262,122,40,59
265,126,40,59
268,131,40,59
267,134,40,59
266,137,40,59
266,140,40,60
265,143,40,60
265,147,40,60
262,145,40,61
259,143,40,62
256,142,40,62
253,140,40,63
250,138,40,64
247,137,40,65
247,137,40,65
247,138,40,65
247,138,40,65
247,139,40,65
248,140,40,65
245,141,40,65
243,143,40,64
241,144,40,64
239,146,40,63
237,148,40,63
234,158,40,61
231,169,40,59
228,179,40,58
225,190,40,56
225,188,40,55
226,187,40,53
227,185,40,53
228,184,40,51
229,182,40,50
230,181,40,49
235,175,40,49
240,169,40,49
246,164,40,49
246,158,40,49
246,152,40,49
246,146,40,49
246,141,40,49
246,135,40,49
246,129,40,49
247,124,40,49
246,132,40,50
245,140,40,51
245,148,40,52
244,156,40,53
244,165,40,54
243,173,40,55
242,181,40,56
242,189,40,57
241,197,40,58
241,206,40,59
232,210,40,60
223,214,40,61
214,218,40,62
205,222,40,63
205,221,40,62
205,221,40,61
205,221,40,60
205,221,40,59
205,221,40,58
206,221,40,57
209,210,40,56
212,200,40,55
216,190,40,54
218,190,40,54
220,191,40,54
222,191,40,54
224,192,40,54
226,192,40,54
228,193,40,54
230,197,40,54
233,202,40,54
236,207,40,54
238,212,40,54
241,217,40,54
244,222,40,54
239,227,40,54
235,232,40,54
230,237,40,54
226,242,40,54
222,248,40,54
216,238,40,54
211,228,40,54
205,218,40,54
200,208,40,54
194,198,40,54
189,188,40,54
183,178,40,54
178,168,40,54
173,158,40,54
171,154,40,54
170,151,40,54
169,148,40,54
168,145,40,54
164,143,41,55
161,141,41,56
158,139,41,57
154,142,42,58
151,145,42,59
148,148,42,60
144,151,43,61
141,154,43,62
138,157,44,63
141,157,45,64
145,157,45,65
149,157,45,66
153,158,46,67
159,154,46,67
165,151,46,67
171,147,46,68
177,144,46,68
183,140,46,68
189,137,46,68
195,133,46,69
201,130,46,69
209,123,46,70
218,117,46,70
227,111,46,70
236,105,46,71
239,100,46,72
242,96,46,72
245,92,47,72
241,99,47,73
237,107,48,73
233,114,48,74
230,122,48,74
232,131,48,74
234,140,48,75
236,149,48,75
238,158,49,76
238,157,50,75
239,156,50,74
240,155,50,73
241,154,50,72
242,153,50,71
243,152,50,71
246,148,50,70
250,144,50,69
253,141,50,68
257,137,50,67
261,133,50,66
264,130,50,65
268,126,50,64
272,123,50,63
271,124,50,64
270,126,50,64
269,128,50,64
268,130,51,65
273,131,51,65
278,132,51,66
283,133,52,67
288,134,52,68
293,136,53,68
296,134,53,69
299,132,54,70
302,130,55,71
302,124,55,71
302,118,55,71
302,112,55,71
302,106,55,71
302,101,55,71
302,95,55,71
302,89,55,71
302,83,55,71
303,78,55,71
299,77,55,72
295,77,56,73
291,76,57,75
288,76,57,76
284,80,57,77
280,84,58,78
276,89,59,79
272,93,59,80
269,97,59,81
265,102,60,82
261,106,60,83
257,110,61,84
254,115,61,85
255,112,61,85
257,109,61,86
259,106,61,86
260,103,62,87
262,101,62,86
264,98,62,87
265,95,63,87
267,92,63,88
269,89,63,88
271,87,63,88
272,82,63,88
273,77,63,88
274,73,63,88
275,68,63,88
276,63,63,88
278,59,63,88
278,61,63,88
278,64,63,88
278,67,63,88
278,70,63,88
280,73,63,88
283,77,63,87
285,81,63,87
288,85,63,86
291,89,63,86
292,91,63,86
293,93,63,86
294,96,63,85
296,98,63,85
297,101,63,84
298,103,63,84
300,106,63,84
296,102,63,84
292,99,63,83
289,95,63,84
285,92,63,83
282,89,63,83
281,84,63,84
280,80,63,85
279,76,63,86
282,76,63,87
285,77,63,88
288,78,63,89
291,79,63,90
294,80,63,91
297,81,63,92
300,82,63,93
303,83,63,94
306,88,63,95
309,93,63,96
312,98,63,97
316,104,63,97
318,105,63,98
320,107,63,98
322,108,63,100
324,110,63,100
326,111,63,101
328,113,63,102
326,113,63,103
324,113,63,104
323,113,63,105
321,113,63,106
320,114,63,107
316,118,63,107
313,123,63,107
309,127,63,107
306,132,63,107
302,136,63,107
299,141,63,107
296,152,63,107
293,163,63,107
290,174,63,107
289,174,63,107
289,174,63,107
289,174,63,107
290,179,63,109
291,185,64,110
292,191,65,111
294,197,65,112
292,191,66,113
291,185,66,115
290,179,67,116
288,173,68,118
287,167,68,119
286,162,69,120
290,153,69,121
294,144,70,122
298,135,71,124
305,134,71,124
312,133,72,124
320,132,72,124
320,137,72,124
320,142,73,124
320,147,73,124
320,152,74,124
320,158,74,124
320,163,75,124
320,168,75,124
320,173,76,124
320,179,77,124
322,181,72,122
325,184,67,119
328,187,62,116
331,190,57,114
326,182,57,114
322,175,57,114
318,168,57,114
314,161,57,114
310,154,57,114
306,147,57,114
303,149,57,114
300,152,57,114
297,155,57,114
294,158,57,114
299,163,57,114
304,168,57,114
309,173,57,114
314,179,57,114
317,177,57,114
321,175,57,114
324,173,57,114
328,171,57,114
332,170,57,114
333,163,57,114
334,157,57,114
336,151,57,114
337,145,57,114
338,139,57,114
340,133,57,114
337,129,57,114
335,126,57,114
333,123,57,114
331,120,57,114
324,129,57,114
317,138,57,115
310,147,57,115
303,156,58,116
300,157,59,117
298,159,59,117
296,160,59,118
294,162,59,118
293,158,60,118
293,154,60,119
293,150,61,120
293,146,61,121
293,142,61,122
293,138,62,123
294,133,62,123
295,129,62,123
297,124,62,123
298,120,62,123
300,115,62,123
301,111,62,123
303,107,62,123
303,105,62,123
303,104,62,123
303,103,62,123
303,102,62,123
304,110,62,123
305,118,62,123
307,126,62,123
310,133,62,124
313,140,63,125
317,147,63,127
320,142,64,128
324,137,64,129
328,132,64,131
332,127,64,132
336,122,64,134
335,113,64,136
334,105,65,137
334,96,64,139
333,88,65,140
333,80,65,141
329,82,66,142
326,84,66,144
323,86,67,145
320,88,67,147
317,90,68,149
310,92,68,148
304,95,68,147
298,97,68,147
292,100,68,146
288,108,68,146
285,116,68,146
282,125,68,145
278,133,69,145
275,141,69,145
272,150,69,144
269,146,70,145
267,143,70,145
264,140,71,146
262,137,71,146
259,134,72,146
257,131,72,147
258,131,72,148
259,132,73,148
260,132,74,149
261,133,74,149
262,133,75,150
263,134,76,150
261,136,78,149
260,138,80,149
258,141,83,148
257,143,85,147
255,145,88,147
254,148,90,146
252,150,93,145
251,152,95,145
250,155,97,144
250,146,97,146
251,138,97,147
251,130,97,148
252,121,97,150
252,113,97,151
253,105,97,153
253,95,97,155
254,86,97,157
254,77,97,158
255,68,97,160
256,59,97,162
255,57,97,164
255,55,97,166
255,54,97,168
258,59,97,168
261,64,97,168
265,70,97,168
262,67,97,168
260,64,97,168
258,61,97,168
256,58,97,168
254,55,97,168
252,53,98,169
250,51,100,170
249,49,101,171
247,48,103,171
246,46,104,172
244,44,106,173
243,43,106,173
241,41,108,174
240,39,109,175
238,38,111,175
237,36,112,176
235,34,114,177
234,33,115,177
236,37,117,177
239,41,118,177
242,45,119,177
245,49,121,177
248,55,122,177
251,61,124,177
254,68,126,177
257,74,128,177
260,80,129,177
263,87,131,177
266,93,133,177
270,100,134,177
265,96,136,177
260,92,138,177
255,88,140,177
250,84,142,177
245,80,144,177
240,76,146,177
235,72,148,177
230,69,151,177
229,68,152,177
228,68,153,176
228,68,154,175
227,68,155,174
227,68,156,174
227,68,157,174
227,69,158,173
227,69,159,173
227,70,160,172
227,71,161,171
225,77,162,171
223,83,163,171
221,89,164,171
220,96,165,170
214,97,163,170
209,98,161,170
204,100,159,170
199,101,156,170
194,102,154,170
189,104,152,170
188,103,150,170
187,102,148,170
186,101,146,170
185,100,144,170
184,99,142,170
184,98,139,170
180,97,139,172
177,97,138,173
174,97,138,174
171,97,137,175
168,97,137,176
164,97,137,177
161,97,136,178
158,97,136,179
155,96,135,182
152,96,135,183
149,96,134,184
145,96,134,185
142,96,134,186
139,96,133,187
136,96,133,188
133,96,132,189
130,96,132,191
126,89,133,194
123,82,133,198
119,75,135,201
116,68,135,205
113,62,136,208
109,56,137,211
106,50,138,215
103,44,138,218
100,38,139,222
96,37,140,226
93,36,141,230
90,36,142,234
93,42,143,235
97,48,143,236
101,54,143,238
103,62,144,240
106,70,144,242
109,79,144,243
112,87,144,245
115,96,145,246
120,93,145,248
125,91,146,249
131,88,146,251
136,86,147,252
141,83,148,254
147,81,148,256
143,70,149,258
140,60,150,259
137,49,150,261
134,39,151,263
134,34,152,263
135,29,152,263
135,24,154,263
136,19,154,263
136,14,156,263
137,9,156,263
138,4,157,263
133,7,158,263
128,10,159,263
123,13,160,263
119,16,161,263
112,33,161,263
105,50,161,263
98,68,161,263
94,70,161,263
91,72,161,263
88,74,161,263
85,77,161,263
83,69,162,263
82,61,162,263
81,54,162,263
80,46,162,263
79,39,163,263
84,39,161,262
89,40,160,260
95,40,158,259
100,41,157,258
106,42,155,256
111,42,154,255
116,43,153,254
122,43,151,253
127,44,150,251
133,45,148,250
136,40,148,250
139,35,148,250
143,31,148,250
145,34,148,250
147,37,148,250
150,40,148,250
152,43,148,250
155,46,148,250
160,55,148,250
166,64,148,250
171,73,148,250
177,83,148,250
178,85,148,247
179,87,148,245
180,89,148,242
181,92,148,239
182,94,148,236
183,96,148,234
184,98,148,231
186,101,148,228
187,103,148,225
188,105,148,223
189,107,148,220
190,110,148,217
191,112,148,214
192,114,148,212
193,116,148,209
195,119,148,206
194,117,147,203
194,115,145,201
194,113,143,199
195,111,141,197
195,109,139,196
195,107,137,194
196,105,135,192
196,103,133,190
196,101,131,189
197,99,129,187
197,97,127,185
198,95,125,184
200,93,125,183
202,92,125,182
204,90,125,182
206,89,125,180
208,88,125,179
211,86,125,179
213,85,125,178
215,84,125,176
217,82,125,176
219,81,125,175
222,80,125,174
221,80,125,176
221,81,125,178
221,81,125,180
221,82,125,182
221,83,125,183
221,83,125,186
220,84,125,187
220,84,125,190
220,85,125,191
220,86,125,193
220,86,125,195
220,87,125,197
220,88,125,199
221,83,124,201
223,79,123,202
225,74,122,204
227,70,121,205
229,66,119,206
231,61,118,208
232,57,118,210
234,52,117,212
236,48,115,213
238,44,114,214
240,39,113,216
242,35,112,217
244,31,111,219
244,35,111,219
244,40,111,219
244,45,111,219
244,50,111,219
244,54,111,219
244,59,111,219
244,64,111,219
244,69,111,219
244,74,111,219
243,72,111,219
243,70,111,219
243,69,111,219
243,67,111,219
243,66,111,219
243,64,111,219
243,62,111,219
243,61,111,219
243,59,111,219
243,57,111,219
243,56,111,219
243,54,111,219
243,52,111,219
243,51,111,219
243,49,111,219
244,48,111,219
242,49,111,219
240,51,111,219
239,53,111,219
237,55,111,219
235,57,111,219
234,59,111,219
229,60,111,219
225,62,111,219
221,64,111,219
217,66,111,219
213,68,111,219
209,70,111,219
205,72,111,219
201,74,111,219
197,76,111,219
193,78,111,219
189,80,111,219
185,82,111,219
186,84,111,216
188,86,111,214
190,88,111,212
191,90,111,209
193,93,111,206
195,95,111,204
197,97,111,202
198,99,111,199
200,101,111,197
202,104,111,194
204,106,111,192
205,108,111,189
207,110,111,187
209,112,111,185
211,115,111,182
211,116,111,181
212,118,111,179
212,119,111,179
213,121,111,177
213,123,111,175
214,124,111,175
214,126,111,173
215,128,111,172
215,129,111,171
216,131,111,169
216,132,111,169
217,134,111,167
217,136,111,165
218,137,111,165
218,139,111,163
219,141,111,162
220,136,111,163
221,131,111,164
222,126,111,165
223,121,111,166
224,116,111,168
225,111,111,169
226,106,111,170
228,101,111,171
229,96,111,172
230,91,111,174
231,86,111,175
232,81,111,176
233,76,111,177
234,71,111,178
236,66,111,180
237,65,111,180
238,65,111,180
240,65,111,180
241,65,111,180
242,65,111,180
244,65,111,180
245,65,111,180
247,65,111,180
248,65,111,180
249,65,111,180
251,65,111,180
252,65,111,180
253,65,111,180
255,65,111,180
256,65,111,180
258,65,111,180
261,66,111,175
264,67,111,171
268,68,111,166
271,69,111,162
274,70,111,157
278,71,111,153
281,72,111,148
284,73,111,144
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
