138.99,44.308,53.56,162
139.45,43.846,53.57,162.46
140.84,43.846,53.1,161.53
142.22,43.846,52.64,161.53
142.68,43.385,52.64,161.53
143.15,42.923,53.1,162
144.07,42.923,53.1,162
144.53,43.846,52.18,161.07
144.99,42.923,51.72,162.46
144.99,43.846,52.18,161.07
144.99,43.846,52.64,161.07
146.38,43.846,51.25,161.53
146.38,43.846,51.25,161.53
146.38,43.846,51.25,161.53
146.38,43.846,51.72,161.53
146.38,43.846,51.72,161.53
146.38,43.846,51.72,161.53
146.38,43.846,51.72,161.53
146.38,43.846,51.72,161.53
146.38,43.846,51.72,161.53
146.38,43.846,51.72,161.53
146.38,43.846,51.72,161.53
146.38,45.231,51.72,161.08
146.38,45.231,51.72,161.08
146.38,45.231,51.72,161.08
145.45,45.231,52.18,161.08
145.45,44.769,52.18,161.54
145.45,44.769,52.18,161.54
145.45,44.308,52.18,162
144.53,44.308,52.64,162
144.99,44.308,51.26,161.54
144.99,44.308,51.26,161.54
144.53,44.769,51.72,161.54
144.53,44.769,51.72,161.54
144.07,44.769,51.72,162
144.07,44.769,51.72,162
144.07,44.769,51.72,162
144.07,45.692,51.72,161.08
144.07,45.692,51.72,161.08
143.15,45.692,52.17,161.08
143.15,45.692,52.17,161.08
143.15,45.692,52.17,161.08
143.15,44.769,52.17,162
143.15,44.308,52.17,162
143.15,44.308,52.17,162
144.07,44.308,51.72,161.54
144.07,43.846,51.72,162
144.07,43.846,52.64,162
144.53,42.923,52.18,162.93
145.45,42.462,52.65,162
145.92,42.462,53.1,162
147.76,42,51.26,162
148.22,42,51.26,162
149.15,42,51.25,162
149.15,42,51.72,162
150.07,42,52.18,162
151,42,52.17,162
151,42.462,52.64,161.54
151,42.462,52.64,162
150.53,42.462,51.72,162
150.53,42.462,51.72,162.46
149.15,43.385,52.18,161.53
148.69,43.385,51.71,161.53
147.3,43.385,51.72,162
144.99,43.385,52.64,162
143.61,43.385,51.25,162.47
141.3,43.385,52.18,162.47
139.45,43.385,52.64,162.47
137.14,43.385,52.18,162.93
135.76,43.385,51.71,163.84
133.45,44.308,51.72,163.38
131.14,44.769,51.72,164.31
128.37,46.154,52.18,163.85
126.98,47.077,52.18,163.84
126.06,47.077,51.26,163.84
124.21,47.077,50.8,163.84
122.37,47.077,52.64,163.84
122.37,47.077,52.64,163.84
122.37,47.077,52.18,163.84
122.37,47.077,52.18,163.84
121.44,47.077,53.11,163.38
121.44,46.154,53.57,164.31
122.83,44.769,52.64,164.31
123.75,44.769,52.18,164.31
123.75,44.769,52.64,164.31
123.75,45.692,52.64,163.39
123.75,46.154,52.18,162.93
123.75,46.154,52.18,162.93
123.75,46.615,51.26,162.92
123.29,47.538,50.79,162.46
121.9,48,52.18,162.46
121.9,48,52.18,162.46
120.52,48.923,50.79,161.54
120.52,48.923,50.79,161.54
119.13,49.385,50.8,161.53
118.21,49.385,51.26,161.53
116.83,49.385,51.71,161.53
115.9,49.385,50.8,161.08
115.9,49.385,49.87,160.62
114.98,48,50.33,161.54
114.05,48,50.34,161.08
114.05,47.538,50.34,160.15
112.67,47.077,50.79,158.77
112.67,46.154,50.79,159.7
112.67,45.692,49.41,159.23
112.67,44.308,49.41,158.31
112.67,43.385,50.33,158.77
113.13,42,50.33,158.77
114.98,42,48.48,158.77
115.44,42,49.41,157.85
116.36,41.538,50.34,158.31
118.21,41.538,50.33,158.31
118.67,42,49.87,157.85
118.67,42,49.87,157.85
118.67,42,49.87,157.85
118.21,42.462,50.33,158.31
119.13,42.923,49.41,157.85
119.6,43.846,48.94,158.3
120.52,45.231,49.87,157.85
121.44,45.692,49.41,158.31
121.44,46.154,50.33,157.39
122.37,46.154,49.4,157.39
123.29,46.154,50.33,157.39
124.21,45.692,49.41,158.31
124.21,45.231,49.87,158.77
124.21,44.308,49.87,159.23
124.21,44.308,49.87,158.77
124.21,44.308,49.87,158.77
122.37,43.846,49.4,159.23
120.98,43.846,48.95,159.23
119.13,43.385,49.87,158.77
116.83,43.385,49.87,158.77
115.44,43.385,49.41,158.77
114.05,43.385,49.41,158.77
112.67,43.385,48.95,158.77
111.75,42.462,48.48,159.69
109.9,42.462,49.87,159.69
109.9,42.462,49.41,158.31
109.9,42.462,49.41,158.31
110.36,42.462,48.02,158.31
112.21,42.462,46.17,158.77
113.13,42.462,46.64,158.77
114.98,43.385,44.79,157.84
115.44,43.385,44.33,158.77
116.36,43.846,44.33,158.3
